,City,cityID,clusterID,Typology,Country,Car Modeshare (%),Public Transit Modeshare (%),Bicycle Modeshare (%),Walking Modeshare (%),Gasoline Pump Price (USD/liter),Road Deaths Rate (per 1000),Subway Length (km),Subway Length Density (per km),Subway Stations per Hundred Thousand,Subway Ridership per Capita,Subway Age (years),BRT Length (km),BRT System Length Density (per km),BRT Stations per Hundred Thousand Persons,BRT Fleet per Hundred Thousand Persons,BRT Annual Ridership per Capita,BRT Age (years),Bikeshare Stations,Bikeshare Stations per Hundred Thousand Persons,Bikeshare Number of Bikes,Bikeshare Bicycles per Hundred Thousand Persons,Bikeshare Age (years),Congestion (%),Congestion AM Peak (%),Congestion PM Peak (%),Traffic Index,Travel Time Index,Inefficiency Index,Population,Land Area (sq. km),Population Density (per sq. km),Population Change 1990 – 2000,Population Change 2000 – 2010,Population Change 2010 – 2020,Population Change 2020 – 2025,Urbanization Rate 2015 (%),Urbanization Rate Change 2015 – 2025 (pp),GDP per Capita (USD),Unemployment Rate (%),Cost of Living Index,Rent Index,Grocery Index,Restaurant Price Index,Local Purchasing Power Index,Gini Coefficient,Poverty Rate (%),Life Expectancy (years),Safety Index,Internet Penetration,Digital Penetration,Innovation Index,Smartphone Penetration (%),CO2 Emissions per Capita (metric tonnes),Pollution Index ,Street length total (m),Street Length Density (m/sq. km),Street Length Average (m),Intersection Count,Intersection Density (per sq. km),Degree Average,Streets per Node,Circuity,Self-Loop Proportion,Highway Proportion,Metro Propensity Factor,BRT Propensity Factor,BikeShare Propensity Factor,Development Factor,Sustainability Factor,Population Factor,Congestion Factor,Sprawl Factor,Network Density Factor,AvgTemperature,coordinates,Temperature,Humidity,Location
180,Phoenix-Mesa(AZ),278.0,7.0,Auto Sprawl,United States,87.5,1.8,0.7,1.5,0.62,13.1,42.3,0.013116279,0.814901048,3.795110594,9.0,128.0,0.039689922,2.142025611,0.116414435,0.165681024,,40,0.931315483,500.0,11.64144354,4.0,16.0,31.0,36.0,138.17,29.91,127.59,4295000.0,3225.0,1300.0,909102.0,896214.0,602529.0,287352.0,81.6,1.7,43602.0,6.7,68.39,31.76,61.6,73.34,161.91,0.455,22.3,79.6,42.08,69.5,0.78,45.0,72.0,13.4,62.73,15860197.61,6131735847.0,149.77428,61286.0,386.6115667,5.135807348,2.78945843,1.078787319,0.004622243,0.01689184,0.1103762971,0.3893480199,0.4041715524,0.6962151177,0.3685306695,0.1647938486,0.1235767842,0.7913083647,0.4510785602,,"(33.30591455, -111.6526441150196)",6.45,12,"(33.30591455, -111.6526441150196)"
181,Mecca,215.0,2.0,BusTransit Sprawl,Saudi Arabia,92.0,8.0,0,0.0,0.54,27.4,18.1,0.046529563,0.534124629,2.37388724,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1685000.0,389.0,4300.0,311323.0,375347.0,512478.0,250010.0,83.1,1.9,21395.4,,,,,,,,,74.5,,65.9,0.44,,,17.92748481,,4550198.772,3856454476.0,147.65223,19214.0,847.5353866,4.98408077,2.895374501,1.062216502,0.000961031,0.0,0.1350912277,0.1262762789,0.391435404,0.3109161317,0.2604052702,0.0880743786,0.5274525844,0.7706852455,0.4029588196,,"(21.420847, 39.826869)",21.91,71,"(21.420847, 39.826869)"
182,Jeddah,217.0,2.0,BusTransit Sprawl,Saudi Arabia,92.0,8.0,0,0.0,0.54,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.0,29.0,46.0,203.79,44.2,266.9,3775000.0,842.0,4500.0,766175.0,943938.0,1237841.0,531384.0,83.1,1.9,21395.4,,48.94,14.84,38.85,32.56,117.52,,,74.5,69.13,65.9,0.44,35.0,,17.92748481,78.92,,,,,,,,,,,0.0718209578,0.1126662395,0.3795064544,0.3626044361,0.2802540774,0.1801967481,0.3575336923,0.8242445702,0.4089526857,,"(21.5810088, 39.1653612)",22.85,57,"(21.5810088, 39.1653612)"
183,Hangzhou,55.0,12.0,MetroBike Emerging,China,21.0,34.0,22,23.0,1.16,18.8,81.5,0.064223798,0.749506903,19.98685076,5.0,55.4,0.043656422,0.657462196,1.367521368,10.25641026,12.0,2965,38.98750822,78000.0,1025.641026,2.0,43.0,61.0,64.0,,,,7605000.0,1269.0,6000.0,1683555.0,2029497.0,2484939.0,775867.0,55.6,9.8,18153.0,1.85,,,,,,0.32,,76.1,,50.1,0.43,38.0,58.0,7.550916485,,5089614.456,4645949844.0,303.0434329,9520.0,912.8294264,4.724327397,3.194297082,1.047080078,0.001764588,0.04331645,0.2259763514,0.3052865722,1.0,0.2960999357,0.7378264486,0.4225729184,0.5851349079,0.6942753219,0.4104166411,,"(30.2489634, 120.2052342)",6.17,64,"(30.2489634, 120.2052342)"
184,Washington(DC),276.0,8.0,Auto Innovative,United States,75.3,13.4,0.9,3.4,0.73,3.4,188.0,0.054906542,1.838383838,52.72727273,41.0,0.0,0.0,0.0,0.0,0.0,0.0,406,8.202020202,4457.0,90.04040404,8.0,29.0,46.0,62.0,193.9,43.59,206.14,4950000.0,3424.0,1300.0,573083.0,684762.0,700067.0,335544.0,81.6,1.7,73270.0,5.4,91.96,77.41,83.9,88.77,119.82,0.532,17.3,76.5,34.34,78.8,0.78,50.0,72.0,13.0,33.91,4664625.847,11264736540.0,126.8940655,21131.0,2414.928208,5.299703016,3.081566069,1.045669035,0.004625099,0.033058752,0.3888071486,0.1922217576,0.4242651512,0.8891157021,0.2786653486,0.1323247259,0.3571415434,0.6388009163,0.6551675638,,"(38.893661249999994, -76.98788325388196)",8.97,76,"(38.89379365, -76.98799757261312)"
185,Monrovia,158.0,2.0,BusTransit Sprawl,Liberia,,,,,0.82,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1445000.0,194.0,7400.0,-206326.0,-23823.0,-190991.0,129820.0,49.7,4.2,352.6,,,,,,,,55.1,61.4,,9.2,,,,0.222905369,,1545875.006,1228077822.0,140.3172376,5965.0,794.4224579,4.71642434,2.37458266,1.067518949,0.000913409,0.0,0.0510179238,0.0860876773,0.3791423005,0.1605239585,0.2318681878,0.1118047776,0.557511737,0.6521785115,0.2393552598,,"(6.328034, -10.797788)",28.89,94,"(6.328034, -10.797788)"
186,Memphis(TN),302.0,7.0,Auto Sprawl,United States,93.0,1.1,0.1,1.1,0.62,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,24.0,34.0,,,,1110000.0,1287.0,800.0,147488.0,189333.0,212291.0,106117.0,81.6,1.7,46260.0,9.3,72.1,30.8,74.46,70.68,136.78,0.468,26.2,76.3,22.63,69.1,0.78,42.0,72.0,14.9,,8797053.08,4797384195.0,172.0762295,28955.0,545.3399169,5.198772187,2.718217003,1.068258943,0.005986487,0.025207463,0.021737363,0.1695943286,0.3439269149,0.6927277294,0.2983430513,0.0499956836,0.1032251566,0.7564050615,0.3514347557,,"(35.1490215, -90.0516285)",-4.8,47,"(35.1490215, -90.0516285)"
187,Fuzhou,69.0,12.0,MetroBike Emerging,China,17.0,23.0,37,26.0,1.16,18.8,24.89,0.056568182,0.514705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,1.446078431,1400.0,34.31372549,2.0,39.0,60.0,76.0,,,,4080000.0,440.0,9300.0,1102863.0,821207.0,1030522.0,405672.0,55.6,9.8,12140.0,2.42,,,,,,0.34,,76.1,,50.1,0.43,34.0,58.0,7.550916485,,13240098.34,424050559.3,522.024143,17980.0,32.02774998,4.266268062,2.530293971,1.214926125,0.00067738,0.078837934,0.1442260826,0.0650998972,0.4150639496,0.2898838412,0.8764874139,0.2992752726,0.5884130573,0.8236994753,0.0,,"(27.9511188, 116.3530413)",6.49,77,"(27.9511188, 116.3530413)"
188,Seattle(WA),280.0,8.0,Auto Innovative,United States,78.0,9.5,1.1,4.1,0.82,7.9,32.8,0.01097357,0.431654676,5.496402878,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.057553957,16.0,0.460431655,4.0,34.0,54.0,77.0,183.98,40.23,349.51,3475000.0,2989.0,1100.0,520270.0,571247.0,524860.0,253682.0,81.6,1.7,77273.0,5.4,86.49,65.2,88.0,77.61,129.7,0.441,12.0,79.9,58.97,80.9,0.78,51.0,72.0,11.3,31.85,3556463.522,7146688962.0,126.2545182,15666.0,2009.493115,5.747294372,3.055140693,1.029323263,0.00090387,0.025541993,0.1178139326,0.1521126047,0.3164942837,0.8571245801,0.2938779422,0.1031584339,0.4056948306,0.6304909539,0.5756230097,,"(47.6038321, -122.3300624)",2.38,61,"(47.6038321, -122.3300624)"
189,Hiroshima,149.0,6.0,Hybrid Giant,Japan,12.0,51.0,14,23.0,1.34,4.7,18.4,0.064561404,1.52173913,13.4057971,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,1380000.0,285.0,4800.0,58178.0,59753.0,168511.0,41297.0,93.5,2.8,36900.0,3.6,,,,,,,,83.7,,90.6,0.75,39.0,39.0,4.8,,8029116.319,4615452480.0,119.1175183,40176.0,574.8394091,5.634312685,2.919587763,1.128197498,0.001391066,0.020038266,0.2797245775,0.1394157436,0.3962175036,0.463614948,0.5427138994,0.0260130047,0.5987958241,0.3764465079,0.4037901481,37.4,"(34.3916058, 132.4518156)",0.51,63,"(34.3916058, 132.4518156)"
190,Columbus(OH),300.0,7.0,Auto Sprawl,United States,89.9,1.6,0.3,2.2,0.58,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.993355482,300.0,19.93355482,5.0,16.0,26.0,45.0,109.39,23.89,99.65,1505000.0,1321.0,1000.0,188793.0,230286.0,244535.0,121582.0,81.6,1.7,56082.0,6.3,70.97,35.77,69.26,64.59,120.45,0.452,21.8,77.8,56.65,71.9,0.78,40.0,72.0,10.2,28.72,9342027.168,6427990632.0,164.3970571,32566.0,688.0723548,5.263067653,2.753857836,1.093110513,0.013496533,0.028223185,0.0180931093,0.1523014108,0.4017847451,0.7417841346,0.4584135051,0.0482520726,0.1172426587,0.7303602731,0.3219131496,,"(39.9622601, -83.0007065)",-0.17,95,"(39.9622601, -83.0007065)"
191,Sharjah,259.0,5.0,Hybrid Moderate,United Arab Emirates,85.6,14.4,0.0,0.0,0.61,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1400000.0,236.0,5945.0,214932.0,470154.0,628328.0,183503.0,85.5,2.2,40864.0,,59.43,31.13,49.42,46.12,114.17,,,77.1,,93.2,0.64,35.0,,18.70823579,,6504805.923,5677978860.0,114.0613709,36637.0,872.8898183,4.609768853,2.984651187,1.059933223,0.001837818,0.022326588,0.0929059049,0.1392549554,0.3595636059,0.5176713992,0.3506497877,0.0864122545,0.4253646541,0.5633686124,0.4061908299,,"(25.3461498, 55.4210633)",21.84,82,"(25.3461498, 55.4210633)"
192,Salvador,24.0,1.0,Congested Emerging,Brazil,22.9,44.23,0.6,32.26,1.34,16.7,11.9,0.034,0.247678019,0.0,3.0,8.2,0.023428571,0.743034056,,30.95975232,,23,0.712074303,,,5.0,40.0,63.0,70.0,,,,3230000.0,350.0,9200.0,637345.0,978512.0,978696.0,291554.0,85.7,2.1,10070.0,,,,,,,0.57,,75.0,,54.2,0.5,34.0,41.0,2.465870235,,3774008.336,2786892501.0,111.2521987,19967.0,738.4436525,4.860878126,2.663988974,1.090146878,0.004196303,0.009518928,0.13210854,0.2525603979,0.4302850868,0.2692990866,0.2839950979,0.1542742427,0.649687801,0.2826268925,0.3009994024,,"(13.8000382, -88.9140683)",20.95,78,"(13.8000382, -88.9140683)"
193,Pittsburgh(PA),290.0,7.0,Auto Sprawl,United States,84.9,6.0,0.4,3.2,0.76,9.4,42.2,0.018003413,3.063583815,4.50867052,33.0,30.0,0.012798635,1.387283237,15.60693642,7.259132948,41.0,50,2.89017341,500.0,28.9017341,3.0,19.0,30.0,39.0,,,,1730000.0,2344.0,700.0,74467.0,210102.0,332459.0,164665.0,81.6,1.7,54076.0,6.5,79.21,36.83,78.7,72.69,152.99,0.461,23.0,78.5,57.56,76.2,0.78,43.0,72.0,18.0,,3209709.9,10614172673.0,135.9758483,13612.0,3306.894705,5.354003612,2.850872968,1.064623928,0.00337344,0.021973173,0.2594274042,0.4896630688,0.3940611689,0.7849815759,0.3410872241,0.0624699901,0.1417080638,0.6483162749,0.587322032,,"(40.4416941, -79.9900861)",3.68,100,"(40.4416941, -79.9900861)"
194,Qingdao,58.0,12.0,MetroBike Emerging,China,21.0,34.0,22,23.0,1.16,18.8,12.0,0.007532957,0.167504188,14.3718593,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,5970000.0,1593.0,3700.0,1326487.0,1021350.0,1255107.0,507060.0,55.6,9.8,16506.0,2.98,,,,,,0.32,,76.1,,50.1,0.43,36.0,58.0,7.3,,1887656.194,1841229176.0,257.7708854,4219.0,975.4049395,5.164075993,3.180051813,1.051107218,0.000585284,0.024796311,0.122972139,0.0579802096,0.3803538775,0.271281792,0.7149670657,0.3047213736,0.5681659086,0.6411518822,0.3633365411,,"(36.0638034, 120.3781372)",-2.53,79,"(36.0638034, 120.3781372)"
195,Haifa,137.0,10.0,MassTransit Moderate,Israel,57.0,19.0,,,1.84,3.6,0.0,0.0,0.0,0.0,0.0,40.0,0.175438596,8.818181818,8.181818182,27.27272727,5.0,0,0.0,0.0,0.0,0.0,,,,,,,1100000.0,228.0,4800.0,245496.0,138503.0,164187.0,100561.0,92.1,0.7,36571.0,,74.11,21.34,58.06,85.27,103.64,,,82.5,76.64,74.7,0.7,37.0,74.0,8.818635647,,845948.5177,7578207922.0,118.946642,4322.0,8958.237721,4.225414812,2.889113719,1.097808143,0.002394407,0.014251918,0.0217614559,0.6538554374,0.3694367739,0.6787084566,0.4737542388,0.0354255578,0.3490231015,0.1172594272,0.4664999754,,"(32.8191218, 34.9983856)",14.88,67,"(32.8191218, 34.9983856)"
196,Bishkek,155.0,2.0,BusTransit Sprawl,Kyrgyzstan,,,,,0.64,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,860000.0,181.0,4700.0,130849.0,64800.0,151368.0,131946.0,35.7,2.4,1038.9,,,,,,,,,71.1,,38.7,0.32,29.0,,1.720789566,,3381002.891,3634596315.0,180.0800474,10842.0,1075.005385,5.534627294,2.840722,1.047147875,0.000873315,0.0,0.0498488536,0.0700633667,0.3815079566,0.1996166801,0.2649555399,0.1085529354,0.5600902648,0.6247338001,0.3526806213,34.0,"(42.8765615, 74.6070079)",-11.53,84,"(42.8765615, 74.6070079)"
197,Cotonou,18.0,1.0,Congested Emerging,Benin,,,,,0.96,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1205000.0,207.0,5800.0,138764.0,239477.0,410017.0,224735.0,44.0,4.7,837.3,,,,,,,0.47,31.4,60.0,,11.5,0.12,,,0.561654398,,3406164.615,2706136688.0,108.5768581,18499.0,794.4820624,5.695861585,2.936684592,1.016636648,6.57e-05,0.0,0.0705580316,0.0458716233,0.3466545321,0.0408693808,0.272642057,0.1715587287,0.6897619386,0.4046101033,0.3850024259,84.3,"(6.3676953, 2.4252507)",30.02,86,"(6.3676953, 2.4252507)"
198,Salt Lake City(UT),306.0,7.0,Auto Sprawl,United States,85.5,4.6,0.7,2.5,0.65,9.2,75.3,0.104583333,5.090909091,17.45454545,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1.090909091,100.0,9.090909091,5.0,16.0,20.0,43.0,175.21,39.64,226.22,1100000.0,720.0,1400.0,98483.0,149931.0,191711.0,96335.0,81.6,1.7,61900.0,4.2,67.82,33.47,65.89,71.17,159.15,0.419,19.1,80.2,76.17,81.2,0.78,43.0,72.0,13.7,57.88,2053179.993,3951253335.0,178.739444,6652.0,1924.455405,5.282205514,2.89924812,1.052279692,0.001755551,0.045356739,0.3341893663,0.1392329527,0.4116916823,0.7545054304,0.4091842963,0.0578021967,0.1347142286,0.7015012301,0.3703743573,,"(40.7596198, -111.8867975)",-1.89,39,"(40.7596198, -111.8867975)"
199,Luanda,4.0,3.0,Congested Boomer,Angola,,,,,0.76,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,6955000.0,984.0,7100.0,1023451.0,2198754.0,2765042.0,1368858.0,44.1,7.2,6769.0,25.0,147.99,144.32,131.28,112.84,25.09,0.62,18.7,52.4,34.99,29.5,0.11,21.0,,1.384496389,,7758223.419,6203789736.0,100.0828636,46581.0,799.6405105,5.728078742,2.97388024,1.026106538,0.000528206,0.0,0.061401601,0.0875779284,0.0,0.4858118868,0.1754250043,0.4295335845,0.6421229061,0.3317167009,0.5140843281,,"(-8.8272699, 13.2439512)",27.53,88,"(-8.8272699, 13.2439512)"
200,Nairobi,152.0,1.0,Congested Emerging,Kenya,7.3,51.5,1,41.2,1.05,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,304.27,63.86,253.73,4930000.0,557.0,8900.0,833856.0,1022721.0,1702079.0,1204199.0,25.6,4.7,1081.0,,42.81,15.57,37.61,35.23,29.23,0.59,,63.4,36.17,68.4,0.19,33.0,26.0,0.304402198,75.38,4275355.666,2797726095.0,180.7532096,13666.0,654.3844101,4.886671341,2.548141755,1.078487403,0.003863391,0.014003849,0.1217132028,0.0919739857,0.3456462456,0.1187207076,0.1452371147,0.3069725392,0.7706245986,0.4132285223,0.2305920295,68.8,"(-1.2832533, 36.8172449)",15.58,88,"(-1.2832533, 36.8172449)"
201,Hartford(CT),309.0,7.0,Auto Sprawl,United States,88.5,3.1,0.2,2.5,0.71,7.4,0.0,0.0,0.0,0.0,0.0,15.0,0.011227545,,,3.155125389,3.0,0,0.0,0.0,0.0,0.0,16.0,26.0,42.0,,,,965000.0,1336.0,700.0,69999.0,128967.0,182033.0,91743.0,81.6,1.7,66279.0,,77.36,42.09,77.15,82.25,124.9,0.486,28.3,80.8,,79.5,0.78,41.0,72.0,9.77,,4782055.275,5051160907.0,207.5184549,13477.0,1056.274053,5.206721662,2.77574091,1.090644372,0.021852408,0.038772473,0.0290588393,0.2242006634,0.3236978152,0.8185563668,0.3774004623,0.0445393764,0.1486332721,0.6743178378,0.205903661,,"(41.3403944, -72.0243982)",6.53,93,"(41.3403944, -72.0243982)"
202,Kuwait City,154.0,7.0,Auto Sprawl,Kuwait,53.0,25.0,,6.0,0.35,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,37.0,38.0,,,,4465000.0,712.0,6300.0,-58910.0,984633.0,673101.0,264488.0,98.3,0.2,55171.0,,87.08,39.64,102.23,49.17,93.96,,,74.7,66.78,75.6,0.51,36.0,,27.2589637,,4873339.14,4410267345.0,125.9977026,24725.0,904.9785412,4.698434147,3.015976472,1.169916818,0.026391027,0.033688641,0.0623953325,0.1472542515,0.2719218196,0.7425971491,0.391968566,0.0865029954,0.2800326008,0.8813413488,0.1760288275,,"(29.3797091, 47.9735629)",13.39,100,"(29.3797091, 47.9735629)"
203,La Paz,19.0,2.0,BusTransit Sprawl,Bolivia,,,,,0.54,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1935000.0,272.0,7100.0,327812.0,288197.0,465231.0,277969.0,68.5,3.7,2457.6,7.6,,,,,,0.57,29.0,70.7,,41.9,0.38,26.0,,1.894511704,,6063754.534,4999032749.0,90.02946467,40328.0,824.4121231,5.917675211,3.099765312,1.052668325,0.000427693,0.0,0.0515090623,0.1081688757,0.3798649514,0.210115627,0.2443581181,0.1304004651,0.5589865789,0.628950741,0.4706269905,48.3,"(-16.4955455, -68.1336229)",4.88,50,"(-16.4955455, -68.1336229)"
204,Vienna,11.0,9.0,MassTransit Heavyweight,Austria,31.0,36.0,5,28.0,1.54,0.7,78.5,0.173289183,5.85915493,247.7746479,41.0,0.0,0.0,0.0,0.0,0.0,0.0,121,6.816901409,1500.0,84.50704225,2.0,31.0,46.0,54.0,64.0,25.72,36.9,1775000.0,453.0,3900.0,10121.0,158421.0,143854.0,91224.0,66.0,1.2,56277.0,7.0,68.34,31.68,60.4,70.14,104.16,0.29,6.0,79.5,77.6,80.6,0.75,53.0,,14.2,18.5,4621739.295,5460499358.0,134.9688782,20118.0,1181.481475,4.65640592,2.897293869,1.053107417,0.002233845,0.02945859,0.7344087673,0.1291203756,0.4313919703,0.7094849969,0.6439043388,0.0337363409,0.346189823,0.2822675124,0.3836096608,52.2,"(48.2083537, 16.3725042)",-3.64,86,"(48.2083537, 16.3725042)"
205,Jaipur,118.0,1.0,Congested Emerging,India,39.0,17.0,7,37.0,1.19,25.5,9.6,0.023188406,0.258249641,2.037302726,2.0,7.0,0.016908213,0.286944046,0.573888092,0.570043042,8.0,0,0.0,0.0,0.0,0.0,,,,,,,3485000.0,414.0,8400.0,781384.0,757246.0,970860.0,569027.0,32.7,4.3,1861.5,,25.03,4.43,24.48,15.59,77.98,0.37,13.7,68.3,,28.3,0.32,33.0,17.0,1.590272829,63.75,6609068.644,5845917435.0,86.45294968,46444.0,884.5296894,5.359460827,2.762322926,1.05575214,0.000431537,0.0,0.0812596432,0.1152875667,0.4306251249,0.0881423975,0.2900846824,0.2369982725,0.5954179577,0.3552909157,0.3951412362,,"(26.9154576, 75.8189817)",9.79,67,"(26.9154576, 75.8189817)"
206,Daegu,230.0,6.0,Hybrid Giant,South Korea,37.4,30.7,2.6,27.2,1.47,9.1,81.2,0.330081301,2.43697479,56.2605042,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2380000.0,246.0,9700.0,263451.0,-28782.0,75753.0,38302.0,82.5,1.3,22380.0,3.3,,,,,,,,82.3,,92.3,0.82,41.0,88.0,5.4,,4254006.825,2506640568.0,160.5649138,15835.0,589.2422535,5.797238205,3.044591484,1.068912989,0.003374489,0.034494983,0.4783469692,0.132904716,0.4092735589,0.5260547751,0.5464732748,0.0400406064,0.5081302555,0.4551291425,0.3045824994,,"(35.8713, 128.6018)",-6.03,63,"(35.8713, 128.6018)"
207,Bamako,163.0,1.0,Congested Emerging,Mali,19.0,11.0,,30.0,1.32,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3110000.0,311.0,10000.0,395371.0,790243.0,1065974.0,633591.0,39.9,7.2,745.9,,,,,,,,18.9,58.2,,12.7,0.09,,,0.061882473,,4702839.083,11540704474.0,84.63976176,32894.0,2453.986681,5.952051233,3.045950902,1.023669572,0.000202316,0.0,0.0369870889,0.0305900273,0.3704488642,0.043062322,0.2964970441,0.2765762209,0.6514999747,0.2897981083,0.5923586621,,"(12.649319, -8.000337)",18.96,44,"(12.649319, -8.000337)"
208,Cincinnati(OH),291.0,7.0,Auto Sprawl,United States,89.5,1.9,0.2,2.1,0.62,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,2.949852507,,,4.0,14.0,25.0,40.0,,,,1695000.0,2041.0,800.0,172783.0,248470.0,302885.0,149936.0,81.6,1.7,53609.0,7.1,,,,,,0.452,27.4,77.8,46.31,71.9,0.78,42.0,72.0,25.7,,3799483.561,6815036990.0,172.0235234,12290.0,1793.674556,4.971729756,2.649017729,1.061003467,0.004915189,0.028058278,0.0259905619,0.1599644173,0.389003059,0.7564140842,0.3402528405,0.0620452907,0.1035162635,0.7665564208,0.413791688,,"(39.1014537, -84.5124602)",-1.03,95,"(39.1014537, -84.5124602)"
209,Havana,79.0,5.0,Hybrid Moderate,Cuba,,,,,1.29,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2030000.0,311.0,6500.0,78251.0,-58755.0,-111335.0,9638.0,77.1,1.3,22377.0,,,,,,,,,79.1,,25.7,0.38,22.0,,3.462227387,,3618826.913,3104568570.0,114.5234632,17778.0,857.8936335,5.51833192,3.153090238,1.03773185,0.000994341,0.012868078,0.0545972706,0.0859151033,0.3497240101,0.3440889425,0.3364928917,0.0597472345,0.4857246416,0.2746181506,0.4192830333,74.6,"(23.135305, -82.3589631)",22.32,83,"(23.135305, -82.3589631)"
210,Kaohsiung,243.0,2.0,BusTransit Sprawl,Taiwan,81.6,7.0,5.4,4.5,0.98,12.7,42.7,0.117630854,1.456692913,24.13385827,9.0,0.0,0.0,0.0,0.0,0.0,0.0,119,4.68503937,1275.0,50.19685039,1.0,,,,,,,2540000.0,363.0,7000.0,115931.0,25866.0,208388.0,187249.0,,,40534.0,,51.95,10.86,56.97,23.77,102.07,,,79.98,,84.0,0.79,36.0,,11.73,,45573954.43,42772346.71,170.6499805,158606.0,0.938526122,5.296054571,2.707666189,1.11811709,0.00281981,0.006589115,0.2559441541,0.1482464613,0.4307657318,0.4583520824,0.3151056058,0.069150462,0.5033641146,0.6906619005,0.2442887697,,"(22.6203348, 120.3120375)",22.32,77,"(22.6203348, 120.3120375)"
211,Leon,171.0,4.0,BusTransit Dense,Mexico,27.0,34.0,7,32.0,0.88,21.0,0.0,0.0,0.0,0.0,0.0,32.0,0.08815427,3.824451411,45.44,48.64,15.0,0,0.0,0.0,0.0,0.0,,,,,,,1595000.0,363.0,4400.0,329131.0,323095.0,386244.0,166658.0,79.2,2.6,12583.0,5.9,,,,,,0.46,40.0,76.7,,49.2,0.5,,35.0,4.1,,4806936.715,1937662161.0,112.1831715,25163.0,403.0970815,5.1327919,3.008473087,1.057271839,0.002671379,0.0,0.1029109914,0.6367426507,0.3737551006,0.2952610851,0.227932969,0.099810057,0.6411408915,0.5430187686,0.3491902476,,"(42.63414505, -5.971415104539984)",1.6,93,"(42.63414505, -5.971415104539984)"
212,Bucharest,205.0,6.0,Hybrid Giant,Romania,23.0,53.0,1,22.0,1.41,5.5,69.3,0.168203883,2.411347518,82.03309693,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.283687943,400.0,18.91252955,10.0,50.0,90.0,98.0,146.28,38.79,124.35,2115000.0,412.0,5100.0,-90192.0,-14707.0,55923.0,56100.0,54.6,2.4,23464.0,,39.65,12.71,31.38,35.87,54.99,0.26,,75.0,70.64,49.8,0.48,40.0,,3.539707601,71.09,4322932.352,4768763655.0,119.5038523,21501.0,1103.131686,4.998687664,2.793693068,1.042205138,0.001343567,0.000524322,0.4593900801,0.0586838474,0.4959131135,0.3551894608,0.4512096851,0.0733978135,0.7853790319,0.2865130299,0.3975987737,49.0,"(44.4361414, 26.1027202)",-1.37,96,"(44.4361414, 26.1027202)"
